label	text_a
草	王愿坚的《草》是一篇以红军长征过草地为背景，反映红军长征艰苦生活的小说。
王琦	王琦，男，1960年5月生，山西芮城人，副教授，硕士生导师，山西大学毕业，1984年获得经济学学士学位。
锦里	人挤人，价格更坑人的锦里。
陶然亭	陶然亭当然是很多亭子的聚集处。
北京遇上西雅图	《北京遇上西雅图》讲了一个不做作的现代童话 即便这样 在国产电影里也是难能可贵 况且还有海清扮演的拉拉 吴秀波儒雅绅士有内涵 汤唯的美是静态的 太动的表演不适合她 配角们强戏功力深厚 其实音乐也不错 遗憾豆浆油条到最后都没出现 也想看看《西雅图未眠夜》了 如果那时西雅图也正好下着雨 4★。
股东权益	股东权益又称净资产，即所有者权益。
百家宴	第一次去百家宴。
调情	调情，指男女之间进行挑逗、嬉笑。
李军	李军，男，1967年7月1日生，现为第四军医大学唐都医院副教授、副主任医师。
艾利斯顿商学院	艾利斯顿商学院（Alistun  College），是电视剧《一起来看流星雨》及其续集《一起又看流星雨》中的一个虚构的贵族商学院。
海神庙	被海水包围的海神庙令人难以接近。
杨柳	杨柳，女，中文教授（院聘），岳阳职业技术学院人文素质教育部语文教研室主任，省级普通话测试员，普通话学科带头人。
小时代	觉得用心演的只有陈学东和hold住姐. 去看小时代的电影完全是为了感慨我的初中生活的,内容其实我不喜欢. 金钱味太重。
女王宫	与大部分吴哥古迹所使用的青砂岩不同，女王宫采用高棉特有的红土建造，色彩极为艳丽。
李立	李立，西南交通大学机械工程学院教授。
神偷奶爸	《神偷奶爸》是2010年上映的喜剧3D动画片，是由环球影业及Illumination娱乐公司制作，克里斯·雷诺德和皮埃尔·科芬为导演。
渡荆门送别	《渡荆门送别》是唐代伟大诗人李白青年时期在出蜀漫游的途中写下的一首五律。
凌云	凌云，男，1961年10月生，浙江临安人，中共党员，经济学硕士，现为浙江省经济和信息化委员会副主任。
个园	下次买门票就让男票用网上订票，我直接买景点票吧，这样就有一张可以做书签啦～～～个园作为私家园林，除了狮子林也就是这个比较能了解江南建筑风格，交通也很方便，出了巷子口有公交车直达火车站，挺好的。
马库斯·罗西尔	马库斯全名为马库斯·罗西尔，1998年他第一次出现在纽约市的IFBB健美比赛上就以122.5公斤的体重获得第9名的好成绩，令观众大跌眼镜。
笔架山公园	来笔架山公园一般都是市民开车来，公共交通也可以选择乘坐巴士前往。
河合奈保子	河合奈保子，1963年7月24日出生于大阪市，演员、歌手。
井冈山	井冈山市隶属于江西省吉安市，位于江西省西南部，地处湘赣两省交界的罗霄山脉中段，古有“郴衡湘赣之交，千里罗霄之腹”之称。
卡农Canon（Kanon）	卡农Canon（Kanon）——复调音乐的一种,原意为“规律”。
樗里疾	樗里疾（？―前300年），又称樗里子、严君疾，战国中期秦国宗室、将领，秦孝公庶子，秦惠文王异母弟，其母为韩国人。
三禾林火锅	今天再一次来到三禾林火锅。
精神	《精神》，是晚唐司空图的《二十四诗品》之一。
涠洲岛	其实涠洲岛上面没有什么东西可以玩的，除了大片的香蕉林，和丰富的椰子，以及挂满树梢的木瓜。
北国之春	北国之春，是一首日本民间歌曲，作于1977年并在一年后流行日本全国。
大宅门	郭宝昌所著电视剧《大宅门》的同名小说。
钓鱼台	钓鱼台位于宝鸡市东南40公里蟠溪河上，南依秦岭，北望渭水，山清水秀，古柏叠翠，景色绮丽，历史久远，是古今中外颇享盛名的游览胜地，是省级风景名胜区和省级重点文物保护单位。
水落石出	水落石出，指潮水退下去，水底的石头就露出来。
白云山	白云山不高，很快就能爬到顶。
十三	《十三》是由杰拉·巴布鲁阿尼执导，杰森·斯坦森、尼古拉斯·皮格诺等人主演的一部剧情片。
海上花	《海上花》是由侯孝贤执导，梁朝伟、刘嘉玲、李嘉欣等主演的剧情片。
瘦西湖	冬日  瘦西湖  比不上春季繁花似锦，但杨柳依依，与湖光楼阁相映，也别有风情。
克里夫兰骑士队	克里夫兰骑士队，是一支属于美国的俄亥俄州克里夫兰的职业篮球队，属于美国国家篮球协会（NBA），于1970年加入NBA联盟，是美国男篮职业联赛东部联盟中部赛区的一部分。
瞧这一家子	《瞧这一家子》是金盾影视出品的的家庭情感题材电视剧，由滕华涛自编自导，张嘉译、朱媛媛领衔主演。
世界之窗	里面是著名建筑物的缩小版，其实没什么特色，大多数人都是抱着来都来了所以一定要去，然后在世界之窗几个字旁边拍照，其实我觉得真的不好玩！没必要！。
安雅萍	安雅萍，1982年12月28日出生于江苏，毕业于南京艺术学院设计学院，中国大陆女演员。
亚当▪舒尔曼	亚当▪舒尔曼，1981年出生于美国纽约，毕业于布朗大学，美国男演员，珠宝设计师。
九份	晚上在老街口还有出租车在兜客，在 九份 玩得比较晚的人可以选择坐车走，不过不知道安全不安全。
卡伦海滩	卡伦海滩 的确很漂亮，人很少且很安静，欧美人居多，海水干净，沙子细软，海浪很大不太适合游泳，但可以冲浪。
罗生门	罗生门一词出自日语，现在通常指：事件当事人各执一词，分别按照对自己有利的方式进行表述证明或编织谎言，最终使得事实真相扑朔迷离，难以水落石出。
阅江楼	阅江楼  位于市区西北部的山头上，可乘坐电梯到上面，绿化不错，气氛也很好。
惊心动魄	惊心动魄，是汉语成语，使人震惊的意思。
贫嘴张大民的幸福生活	《贫嘴张大民的幸福生活》由北京电视艺术中心、海南航空综合培训中心、北京怡通广告中心联合摄制20集电视连续剧，由沈好放导演，刘恒编剧，梁冠华、朱媛媛、霍思燕等主演。
大三巴牌坊	大三巴牌坊由三至五层构成三角金字塔形，无论是牌坊顶端高耸的十字架，还是铜鸽下面的圣婴雕像和被天使、鲜花环绕的圣母塑像，都充满着浓郁的宗教气氛，给人以美的享受。
南山竹海	南山竹海真的是非常推荐的一个景点，因为里面的生态确实不一般，那些竹林都是自然生长的，就是一个天然的氧吧，而且全程有各种交通方式可以搭配选择，劳逸结合，人也不会觉得太累。
洪椿坪	洪椿坪的闻名是“洪椿晓雨”。
夫子庙	夫子庙算一个很大的装修比较古典的商业区。
虹吸	虹吸（syphonage）是利用液面高度差的作用力现象，将液体充满一根倒U形的管状结构内后，将开口高的一端置于装满液体的容器中，容器内的液体会持续通过虹吸管从开口于更低的位置流出。
颐和园	当然颐和园也是皇家避暑的去处，所以夏天也是很好的时间就是暑期游客会很多，热爱拍照摄影的小伙伴们想拍到没有背景人的照片就要把握时机了！。
牙克石	牙克石（满语）意为“要塞”。
汪洋	汪洋，内地新晋女演员。
鼓浪屿	14年夏天去的住在  鼓浪屿  岛上风景是很小资但吃的东西贵商业气息重人很多很多一天逛不完总的来说还是可以住岛上玩两天的看到很多评论说船票35块价格适中我要笑了。
拙政园	私人宅邸，经过好几代园主的精心呵护，拙政园终以江南第一园的身份示人。
刘岩	刘岩，男，中华人民共和国公民，口腔专家。
普照寺	不过一般旅游线路很少会安排普照寺的行程，去游玩的多是本地人或是成都的休闲游游客。
加农炮	加农炮是指炮管较长，发射仰角较小，弹道低平，可直瞄射击，炮弹膛口速度高的火炮，常用于前敌部队的攻坚战中。
梅林传奇	《梅林传奇》（Merlin）是2008年由英国广播公司出品的魔幻电视剧。
秋水广场	除了音乐喷泉，秋水广场也是购物饮食中心，曾经名声煊赫的南昌之星摩天轮也在这里。
张国焘	张国焘（1897年－1979年），字恺荫，又名特立，江西省萍乡县人（今萍乡市上栗县）。
星光大道	维多利亚港边上的星光大道，是很多来香港的游客必到的一处景点，因为不用门票，所以很多旅游团也愿意带旅客来这里，这就导致了这里游客众多，人挨人人挤人，感觉有些嘈杂。
张清	张清，原籍河北获鹿。
日月潭	我感觉比较累，所以起得比较晚，起床后看到窗外  日月潭  的风景，感觉果然不一样，非常清新迷人。
军舰岛	当然，对于喜欢摄影的我，绝对是个美景汇集地！军舰岛是浮潜的好地方，水清鱼多，风平浪静。
罗成	罗成是《隋唐演义》《说唐》《兴唐传》等小说的虚构人物，是天下第七条好汉，燕王罗艺的儿子，秦琼的表弟，精通枪法，因皮肤白皙面容俊俏但却不苟言笑，人送绰号“冷面寒枪俏罗成”，而后跟随秦琼、程咬金等人在瓦岗寨参加起义军，并大破杨林的一字长蛇阵。
刘佳	刘佳，1960年10月17日出生黑龙江省鹤岗，影视演员，于1978年考入北京电影学院，现为中国广播艺术团演员，国家一级演员。
范伟	范伟，1968年1月生，文学博士，天津师范大学教授。
Maybach	德国Maybach豪华汽车品牌在沉寂了60年后，在第72届日内瓦国际车展初次登场。
杜莎夫人蜡像馆	第一次到 杜莎夫人蜡像馆 ，觉得挺有趣的，里面过百个明星蜡像。
乌龙寨	乌龙寨 原名黑龙寨，自从电影“ 乌龙山 剿匪记” 在这里取景之后，便改名为乌龙寨。
军舰岛	军舰岛只有一个救生员，不过跟我们去的王哥当过海军，水性不错，但是，还是自己小心一点好。
程雷	程雷，1971年8月26日出生于上海市，毕业于上海戏剧学院表演系，东方卫视主持人。
塘屿岛	塘屿岛环境比较原生态，毕竟开发比较晚，曾经作为岛上的居民，眼见了许多的细沙上螃蟹横行霸道，新鲜的海鲜美味至极。
西湖	西湖的生态美令我感叹！湖边的新白鹿餐厅是值得一去的餐厅，伙食好吃还不贵。
热电偶	热电偶（thermocouple）是温度测量仪表中常用的测温元件，它直接测量温度，并把温度信号转换成热电动势信号，通过电气仪表（二次仪表）转换成被测介质的温度。
和平饭店	《和平饭店》是由林夕作词，陈奕迅演唱的，收录在2000年《Nothing  Really  Matters》于华星唱片时期的最后一张录音室专辑。
强奸陷阱	《强奸陷阱》是由郑伟文执导，蔡少芬、黄秋生、谢天华、陈展鹏主演的一部情色片。
定园	定园的33号导游讲解的很好，其实出去玩大家并不在乎花钱，只是这种隐形消费让人非常的不喜欢，希望出行游玩的朋友们提前做好准备，不要被骗了，个人觉得好评都是刷出来的。
